"Instrument","Fluorophore","Detector","AdjustedY"
"Bigfoot_6L_445","DiR","640-770LP",0.0967741935483871
"Bigfoot_6L_445","DyLight 488","349-387/11",0
"Bigfoot_6L_445","DyLight 488","349-420/10",0
"Bigfoot_6L_445","DyLight 488","349-434/17",0
"Bigfoot_6L_445","DyLight 488","349-455/14",0
"Bigfoot_6L_445","DyLight 488","349-473/15",0
"Bigfoot_6L_445","DyLight 488","349-507/19",0
"Bigfoot_6L_445","DyLight 488","349-549/15",0
"Bigfoot_6L_445","DyLight 488","349-575/15",0
"Bigfoot_6L_445","DyLight 488","349-615/24",0
"Bigfoot_6L_445","DyLight 488","349-670/30",0
"Bigfoot_6L_445","DyLight 488","349-728/40",0
"Bigfoot_6L_445","DyLight 488","349-750LP",0
"Bigfoot_6L_445","DyLight 488","405-420/10",0
"Bigfoot_6L_445","DyLight 488","405-434/17",0
"Bigfoot_6L_445","DyLight 488","405-455/14",0
"Bigfoot_6L_445","DyLight 488","405-473/15",0
"Bigfoot_6L_445","DyLight 488","405-507/19",0.021978021978022
"Bigfoot_6L_445","DyLight 488","405-549/15",0.0119309262166405
"Bigfoot_6L_445","DyLight 488","405-575/15",0.00408163265306122
"Bigfoot_6L_445","DyLight 488","405-615/24",0.000313971742543171
"Bigfoot_6L_445","DyLight 488","405-661/20",0
"Bigfoot_6L_445","DyLight 488","405-710/20",0
"Bigfoot_6L_445","DyLight 488","405-747/33",0
"Bigfoot_6L_445","DyLight 488","405-770LP",0
"Bigfoot_6L_445","DyLight 488","445-465/22",0
"Bigfoot_6L_445","DyLight 488","445-525/35",0.197802197802198
"Bigfoot_6L_445","DyLight 488","445-583/30",0.0175824175824176
"Bigfoot_6L_445","DyLight 488","445-650LP",0
"Bigfoot_6L_445","DyLight 488","488-507/19",1
"Bigfoot_6L_445","DyLight 488","488-549/15",0.542857142857143
"Bigfoot_6L_445","DyLight 488","488-583/30",0.114285714285714
"Bigfoot_6L_445","DyLight 488","488-615/24",0.0142857142857143
"Bigfoot_6L_445","DyLight 488","488-670/30",0
"Bigfoot_6L_445","DyLight 488","488-720/60",0
"Bigfoot_6L_445","DyLight 488","488-750LP",0
"Bigfoot_6L_445","DyLight 488","561-575/15",0
"Bigfoot_6L_445","DyLight 488","561-589/15",0
"Bigfoot_6L_445","DyLight 488","561-605/15",0
"Bigfoot_6L_445","DyLight 488","561-622/15",0
"Bigfoot_6L_445","DyLight 488","561-661/20",0
"Bigfoot_6L_445","DyLight 488","561-685/15",0
"Bigfoot_6L_445","DyLight 488","561-700/13",0
"Bigfoot_6L_445","DyLight 488","561-720/24",0
"Bigfoot_6L_445","DyLight 488","561-760/50",0
"Bigfoot_6L_445","DyLight 488","561-800/12",0
"Bigfoot_6L_445","DyLight 488","561-832/37",0
"Bigfoot_6L_445","DyLight 488","561-860LP",0
"Bigfoot_6L_445","DyLight 488","640-670/30",0
"Bigfoot_6L_445","DyLight 488","640-700/13",0
"Bigfoot_6L_445","DyLight 488","640-720/24",0
"Bigfoot_6L_445","DyLight 488","640-760/50",0
"Bigfoot_6L_445","DyLight 488","640-770LP",0
"Bigfoot_6L_445","DyLight 633","349-387/11",0
"Bigfoot_6L_445","DyLight 633","349-420/10",0
"Bigfoot_6L_445","DyLight 633","349-434/17",0
"Bigfoot_6L_445","DyLight 633","349-455/14",0
"Bigfoot_6L_445","DyLight 633","349-473/15",0
"Bigfoot_6L_445","DyLight 633","349-507/19",0
"Bigfoot_6L_445","DyLight 633","349-549/15",0
"Bigfoot_6L_445","DyLight 633","349-575/15",0
"Bigfoot_6L_445","DyLight 633","349-615/24",0
"Bigfoot_6L_445","DyLight 633","349-670/30",0
"Bigfoot_6L_445","DyLight 633","349-728/40",0
"Bigfoot_6L_445","DyLight 633","349-750LP",0
"Bigfoot_6L_445","DyLight 633","405-420/10",0
"Bigfoot_6L_445","DyLight 633","405-434/17",0
"Bigfoot_6L_445","DyLight 633","405-455/14",0
"Bigfoot_6L_445","DyLight 633","405-473/15",0
"Bigfoot_6L_445","DyLight 633","405-507/19",0
"Bigfoot_6L_445","DyLight 633","405-549/15",0
"Bigfoot_6L_445","DyLight 633","405-575/15",0
"Bigfoot_6L_445","DyLight 633","405-615/24",0
"Bigfoot_6L_445","DyLight 633","405-661/20",0
"Bigfoot_6L_445","DyLight 633","405-710/20",0
"Bigfoot_6L_445","DyLight 633","405-747/33",0
"Bigfoot_6L_445","DyLight 633","405-770LP",0
"Bigfoot_6L_445","DyLight 633","445-465/22",0
"Bigfoot_6L_445","DyLight 633","445-525/35",0
"Bigfoot_6L_445","DyLight 633","445-583/30",0
"Bigfoot_6L_445","DyLight 633","445-650LP",0
"Bigfoot_6L_445","DyLight 633","488-507/19",0
"Bigfoot_6L_445","DyLight 633","488-549/15",0
"Bigfoot_6L_445","DyLight 633","488-583/30",0
"Bigfoot_6L_445","DyLight 633","488-615/24",0
"Bigfoot_6L_445","DyLight 633","488-670/30",0
"Bigfoot_6L_445","DyLight 633","488-720/60",0
"Bigfoot_6L_445","DyLight 633","488-750LP",0
"Bigfoot_6L_445","DyLight 633","561-575/15",0
"Bigfoot_6L_445","DyLight 633","561-589/15",0
"Bigfoot_6L_445","DyLight 633","561-605/15",0.0119617224880383
"Bigfoot_6L_445","DyLight 633","561-622/15",0.161483253588517
"Bigfoot_6L_445","DyLight 633","561-661/20",0.412679425837321
"Bigfoot_6L_445","DyLight 633","561-685/15",0.113636363636364
"Bigfoot_6L_445","DyLight 633","561-700/13",0.0538277511961723
"Bigfoot_6L_445","DyLight 633","561-720/24",0.0299043062200957
"Bigfoot_6L_445","DyLight 633","561-760/50",0
"Bigfoot_6L_445","DyLight 633","561-800/12",0
"Bigfoot_6L_445","DyLight 633","561-832/37",0
"Bigfoot_6L_445","DyLight 633","561-860LP",0
"Bigfoot_6L_445","DyLight 633","640-670/30",1
"Bigfoot_6L_445","DyLight 633","640-700/13",0.204545454545455
"Bigfoot_6L_445","DyLight 633","640-720/24",0.113636363636364
